material_id,formula_pretty,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,density,volume,nsites,theoretical,deprecated,elements,num_elements,crystal_system,spacegroup_number,spacegroup_symbol,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
mp-1101394,SnGeO3,-6.498422442000001,-1.8031258970000001,0.14274846199999602,2.5993999999999993,5.056354248358174,157.20695864987835,10,True,False,"Ge,O,Sn",3,Trigonal,148,R-3,7.076874082384467,7.076874082384467,7.076874023014681,44.31413976745228,44.31413976745228,44.314148682695105
mp-1176491,MgSnO3,-6.589533251000001,-2.492748274,0.0035946489999960003,2.5629,5.608041580600432,113.11787770386657,10,True,False,"Mg,O,Sn",3,Trigonal,148,R-3,5.5993524094337115,5.599352409438566,5.599352344393593,56.165813435013455,56.16581341459985,56.16581038423037
mp-14628,ZnSnO3,-5.948557964,-1.925918267999999,0.05493057999999901,1.3215,6.456458301074723,119.39662912889759,10,False,False,"O,Sn,Zn",3,Trigonal,148,R-3,5.687614017347257,5.687614017347257,5.687614036250437,56.44175824505765,56.44175824505765,56.44176320645119
mp-20569,MnSnO3,-7.686987345000001,-2.083893312586208,0.0,0.877599999999999,6.105962311348783,120.55503457779893,10,False,False,"Mn,O,Sn",3,Trigonal,148,R-3,5.727690940207752,5.727692944692378,5.727694710746293,55.99954758488746,55.99956277619981,55.999582159019354
mp-4190,CaSnO3,-6.851495226000007,-2.679684276000007,0.014870770500000002,2.937899999999999,5.104684240322317,134.53390939302432,10,False,False,"Ca,O,Sn",3,Trigonal,148,R-3,6.015841626804902,6.015841560999726,6.015841483789569,54.588867667741305,54.58886887943536,54.58886489958149
mp-754654,NiSnO3,-6.652262607,-1.725544296999999,0.026179026,1.7717,6.479306138127836,231.0668176468014,20,True,False,"Ni,O,Sn",3,Trigonal,148,R-3,5.317042730614265,5.316915871401578,9.924700819038376,90.0026294561421,74.45697111206131,119.99823293735327
mp-754329,CdSnO3,-5.800440844000002,-1.8377478320000011,0.0,0.9762000000000001,7.073964607426622,131.04061486299892,10,False,False,"Cd,O,Sn",3,Trigonal,148,R-3,5.933372170789357,5.933372292533809,5.933373282982338,55.148473446278835,55.14848065641943,55.148484509725876
mp-761574,CoSnO3,-6.941385221999999,-1.7440109039999991,0.034825417500002,0.0,6.34473178596197,236.2188751736575,20,True,False,"Co,O,Sn",3,Trigonal,148,R-3,5.359883576243518,5.668033854482346,9.280310523007838,105.84800919728957,89.99906723573152,61.79111671694261
mp-776083,HfSnO3,-8.757209739,-2.995080958999999,0.068686626500001,2.3676,6.592594463634103,173.89666541206324,10,True,False,"Hf,O,Sn",3,Trigonal,148,R-3,7.4564779046024805,7.4564779046024805,7.456477921128783,42.872098245392614,42.872098245392614,42.87209609316188
mp-13334,ZnSnO3,-5.9620648890000005,-1.939425192999999,0.041423655000000004,1.080999999999999,6.556764826849906,117.57007878380284,10,False,False,"O,Sn,Zn",3,Trigonal,161,R3c,5.6591219781454605,5.6591219781454605,5.659121759519228,56.428095036000876,56.428095036000876,56.428092099671794
