material_id,formula_pretty,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,is_gap_direct,density,volume,nsites,theoretical,deprecated,elements,num_elements,crystal_system,spacegroup_number,spacegroup_symbol,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
mp-1112910,Cs2TaCuBr6,-4.053574860999999,-1.293198004664368,0.206883856299997,0.0,False,5.213138938017918,315.2579147378857,10,True,False,"Br,Cs,Cu,Ta",4,Cubic,225,Fm-3m,7.639419029379787,7.639419029379787,7.639419029379787,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113336,Cs2TaCuCl6,-4.485535065,-1.598200449664368,0.260174936000002,0.0,False,4.450105242743791,269.79307523107695,10,True,False,"Cl,Cs,Cu,Ta",4,Cubic,225,Fm-3m,7.252959717617216,7.252959717617216,7.252959717617216,60.00000000000001,60.00000000000001,60.00000000000001
mp-1111310,Cs2TaCuF6,-15.627716028853317,-2.786545787586649,0.188767524199999,0.41079999999999905,True,3.757056939003051,275.9251697546965,10,True,False,"Cs,Cu,F,Ta",4,Cubic,225,Fm-3m,7.307499060000002,7.3074992237776835,7.307499215368194,59.99999940711251,59.999999192415245,59.99999920140244
mp-1112879,Cs2TaCuI6,-3.568453792999999,-0.875837288664367,0.20286679503125002,0.0,False,5.446064727875476,387.75888937397474,10,True,False,"Cs,Cu,I,Ta",4,Cubic,225,Fm-3m,8.185130101974067,8.185130101974067,8.185130101974067,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112610,Cs2TaHgF6,-5.411849591,-2.864282693914369,0.0,0.0,False,4.9520898936733175,255.29292009233617,10,True,False,"Cs,F,Hg,Ta",4,Cubic,225,Fm-3m,7.120621855091029,7.120621855091029,7.120621855091029,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112483,Cs2TaTlF6,-19.748769081,-2.674347981733333,0.30096533005331905,0.0,False,5.992509392760649,212.020095269576,10,True,False,"Cs,F,Ta,Tl",4,Cubic,225,Fm-3m,6.6931517925174715,6.6931517925174715,6.6931517925174715,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112921,Cs2TbAuCl6,-4.156519124999997,-2.074623368597698,0.081309248999997,2.181,False,4.452591353401609,311.18696153990857,10,True,False,"Au,Cl,Cs,Tb",4,Cubic,225,Fm-3m,7.6063936354487405,7.6063936354487405,7.6063936354487405,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113207,Cs2TbCuCl6,-14.95427462354167,-2.03379767004167,0.029859650749997003,2.5342000000000002,False,3.95561645284098,294.27481683553674,10,True,False,"Cl,Cs,Cu,Tb",4,Cubic,225,Fm-3m,7.466023718710784,7.466023718710784,7.466023718710784,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113444,Cs2TlAgBr6,-3.036877035999998,-1.351672621431034,0.004289197250001001,0.0,False,5.069301759177637,346.3982949385731,10,True,False,"Ag,Br,Cs,Tl",4,Cubic,225,Fm-3m,7.883097798392386,7.883097798392386,7.883097798392386,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113442,Cs2TlAgCl6,-3.39092066799999,-1.5787584944310251,0.0,0.0,False,4.404316317098113,298.1442882551188,10,True,False,"Ag,Cl,Cs,Tl",4,Cubic,225,Fm-3m,7.498605346568094,7.498605346568094,7.498605346568094,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113150,Cs2TlAgF6,-4.213349169,-2.3620012504310353,0.0,0.805299999999999,False,5.623728809606423,204.3449795764139,10,True,False,"Ag,Cs,F,Tl",4,Cubic,225,Fm-3m,6.611393249765286,6.611393249765286,6.611393249765286,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112933,Cs2TlAgI6,-2.627488811,-1.010044748431035,0.05164121437500101,0.0,False,4.968097079231728,447.71149797128646,10,True,False,"Ag,Cs,I,Tl",4,Cubic,225,Fm-3m,8.586926559820574,8.586926559820574,8.586926559820574,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112112,Cs2TlAsBr6,-3.289725431,-1.421802531014368,0.0,1.2314,True,4.297186140169187,395.9075343730901,10,True,False,"As,Br,Cs,Tl",4,Cubic,225,Fm-3m,8.242069168422333,8.242069168422333,8.242069168422333,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112502,Cs2TlAsCl6,-3.662250983,-1.667370324014368,0.015394150500000002,2.0627,True,3.633400060971328,346.3457412018549,10,True,False,"As,Cl,Cs,Tl",4,Cubic,225,Fm-3m,7.882699117447018,7.882699117447018,7.882699117447018,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112503,Cs2TlAsF6,-4.619546377,-2.585479973014368,0.005042952749997,2.9734,True,4.977936894316355,219.86450522912477,10,True,False,"As,Cs,F,Tl",4,Cubic,225,Fm-3m,6.77469956088032,6.77469956088032,6.77469956088032,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112544,Cs2TlAsI6,-2.859277701,-1.059115153014369,0.0,1.0046,True,4.531964694635132,478.7250597001039,10,True,False,"As,Cs,I,Tl",4,Cubic,225,Fm-3m,8.780792611804927,8.780792611804927,8.780792611804927,59.99999999999999,59.99999999999999,59.99999999999999
mp-1112500,Cs2TlAuBr6,-3.023606537,-1.295307690264369,0.041224892374998004,0.0,False,5.21695468630193,364.95406283712816,10,True,False,"Au,Br,Cs,Tl",4,Cubic,225,Fm-3m,8.021416497353071,8.021416497353071,8.021416497353071,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113536,Cs2TlAuCl6,-3.349055545,-1.493798939264369,0.051308717999996006,0.0,False,4.638807782065763,314.96736764027276,10,True,False,"Au,Cl,Cs,Tl",4,Cubic,225,Fm-3m,7.637071434866247,7.637071434866247,7.637071434866247,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112499,Cs2TlAuF6,-19.366506427333334,-2.092772584333334,0.10891848033333601,0.0,False,6.2727409189968615,206.7887209096777,10,True,False,"Au,Cs,F,Tl",4,Cubic,225,Fm-3m,6.637643881910056,6.637643881910056,6.637643881910056,59.99999999999999,59.99999999999999,59.99999999999999
mp-1113379,Cs2TlAuI6,-2.651402719,-0.990864224264368,0.050937955874998005,0.0,False,5.303511946867679,447.2933278307253,10,True,False,"Au,Cs,I,Tl",4,Cubic,225,Fm-3m,8.584252281974125,8.584252281974125,8.584252281974125,59.99999999999999,59.99999999999999,59.99999999999999
mp-1112498,Cs2TlBiBr6,-3.339709650999999,-1.549795573264369,0.008358704500001,1.7359,True,4.346058157573892,442.67659896942024,10,True,False,"Bi,Br,Cs,Tl",4,Cubic,225,Fm-3m,8.554616022561035,8.554616022561035,8.554616022561035,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112109,Cs2TlBiCl6,-3.718719677,-1.8018478402643692,0.007730570833336001,2.2018,True,3.812963474658061,388.4177023107494,10,True,False,"Bi,Cl,Cs,Tl",4,Cubic,225,Fm-3m,8.189763065604401,8.189763065604401,8.189763065604401,60.00000000000001,60.00000000000001,60.00000000000001
mp-557664,Cs2TlBiF6,-20.662094919,-2.596629716500001,0.0,3.093899999999999,True,5.64830839422079,233.18158553449257,10,False,False,"Bi,Cs,F,Tl",4,Cubic,225,Fm-3m,6.908807354106223,6.908807354106223,6.908807354106223,59.99999999999999,59.99999999999999,59.99999999999999
mp-1112501,Cs2TlBiI6,-2.893056524,-1.170902798264369,0.023518774000002,1.3773,True,4.507762778360555,530.6789778519582,10,True,False,"Bi,Cs,I,Tl",4,Cubic,225,Fm-3m,9.087594930453273,9.087594930453273,9.087594930453273,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112565,Cs2TlCoF6,-4.783522951,-2.50312712826437,0.051122889375,2.9239,False,5.516866662309003,193.57405690290608,10,True,False,"Co,Cs,F,Tl",4,Cubic,225,Fm-3m,6.493129,6.493129540941718,6.493129586045083,59.99999867064461,59.999997891075736,59.99999766129326
mp-1112495,Cs2TlCrF6,-5.423351203,-2.8909923052643682,0.0,4.1533,False,5.184591832229354,203.75817000527192,10,True,False,"Cr,Cs,F,Tl",4,Cubic,225,Fm-3m,6.605059,6.605057981406749,6.60505859084997,60.00000299015961,60.00000295911977,59.99999990688049
mp-1113558,Cs2TlCuBr6,-3.147970104999999,-1.337138791264368,0.014733021625,0.0,False,4.9539739844652715,339.60588944678955,10,True,False,"Br,Cs,Cu,Tl",4,Cubic,225,Fm-3m,7.8312316432715745,7.8312316432715745,7.8312316432715745,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113205,Cs2TlCuCl6,-3.509136093,-1.5713470202643691,0.011440826166674,0.0,False,4.290256030333464,288.915859620066,10,True,False,"Cl,Cs,Cu,Tl",4,Cubic,225,Fm-3m,7.4204252308191885,7.4204252308191885,7.4204252308191885,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112637,Cs2TlCuF6,-15.632338978263187,-2.332421550263185,0.0427765415,0.0,False,5.9394265630365535,181.09189375594556,10,True,False,"Cs,Cu,F,Tl",4,Cubic,225,Fm-3m,6.350452462731139,6.350452462731139,6.350452462731139,60.00000000000001,60.00000000000001,60.00000000000001
mp-504603,Cs2TlFeF6,-5.138566924,-2.7245106522643683,0.0,2.9057,False,5.142659030379203,206.66238739425094,10,False,False,"Cs,F,Fe,Tl",4,Cubic,225,Fm-3m,6.636291893744429,6.636291893744429,6.636291893744429,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112492,Cs2TlGaBr6,-3.240071850999999,-1.536351602014368,0.071381373249999,1.7459,False,4.39962777801952,384.72706703995686,10,True,False,"Br,Cs,Ga,Tl",4,Cubic,225,Fm-3m,8.163741536056737,8.163741536056737,8.163741536056737,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112002,Cs2TlGaCl6,-3.6541590129999992,-1.8234810050143682,0.055994328249999004,2.6597,False,3.791637717577599,329.61486616047586,10,True,False,"Cl,Cs,Ga,Tl",4,Cubic,225,Fm-3m,7.753669100443222,7.753669100443222,7.753669100443222,60.00000000000001,60.00000000000001,60.00000000000001
mp-989558,Cs2TlGaF6,-4.721323062,-2.851459309014368,0.0,4.763400000000001,False,5.345253608655462,203.1408111639019,10,True,False,"Cs,F,Ga,Tl",4,Cubic,225,Fm-3m,6.598381070777891,6.598381070777891,6.598381070777891,59.99999999999999,59.99999999999999,59.99999999999999
mp-989553,Cs2TlGaH6,-2.8732582730000003,-0.11460608176436801,0.11527009579166701,0.383399999999999,False,5.19718440630267,174.43982765372533,10,True,False,"Cs,Ga,H,Tl",4,Cubic,225,Fm-3m,6.27172319371383,6.27172319371383,6.27172319371383,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112110,Cs2TlGaI6,-2.7598267610000002,-1.123866864014369,0.077698505500001,0.5740000000000001,False,4.60428369549724,469.33089564390315,10,True,False,"Cs,Ga,I,Tl",4,Cubic,225,Fm-3m,8.722976732947991,8.722976732947991,8.722976732947991,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112900,Cs2TlHgBr6,-2.811207118,-1.3793292675143691,0.023607437999999002,0.0,False,4.97322563915858,384.0496683067977,10,True,False,"Br,Cs,Hg,Tl",4,Cubic,225,Fm-3m,8.158947352080292,8.158947352080292,8.158947352080292,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113292,Cs2TlHgCl6,-3.151936121,-1.593100511514369,0.022777958666663,0.0,False,4.4257902347315214,331.48654749248226,10,True,False,"Cl,Cs,Hg,Tl",4,Cubic,225,Fm-3m,7.768317524522282,7.768317524522282,7.768317524522282,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113141,Cs2TlHgF6,-3.9428931229999993,-2.344871768514369,0.03414836,0.0,False,6.1530718983402615,211.78834596736962,10,True,False,"Cs,F,Hg,Tl",4,Cubic,225,Fm-3m,6.690712245838106,6.690712245838106,6.690712245838106,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113282,Cs2TlHgI6,-2.403940499,-1.039823000514369,0.06167076193749901,0.0,False,5.035621104763806,472.2838170618543,10,True,False,"Cs,Hg,I,Tl",4,Cubic,225,Fm-3m,8.741232815824665,8.741232815824665,8.741232815824665,60.00000000000001,60.00000000000001,60.00000000000001
mp-996944,Cs2TlInBr6,-3.2538675870000002,-1.577039565931035,0.0,1.8255,False,4.301130798573819,410.9472562190818,10,True,False,"Br,Cs,In,Tl",4,Cubic,225,Fm-3m,8.345141295488771,8.345141295488771,8.345141295488771,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112490,Cs2TlInCl6,-3.6529785919999993,-1.849192811931035,0.0,2.7015000000000002,False,3.715147519224946,356.55708452003284,10,True,False,"Cl,Cs,In,Tl",4,Cubic,225,Fm-3m,7.959418788992196,7.959418788992196,7.959418788992196,60.00000000000001,60.00000000000001,60.00000000000001
mp-989537,Cs2TlInF6,-4.630616485999999,-2.787644960931035,0.0,3.9896000000000003,False,5.179055556753561,224.11830698239467,10,True,False,"Cs,F,In,Tl",4,Cubic,225,Fm-3m,6.818111674604486,6.818111674604486,6.818111674604486,59.99999999999999,59.99999999999999,59.99999999999999
mp-996945,Cs2TlInH6,-14.819851542319446,-0.149304005569445,0.0013045000555580001,0.411699999999999,False,5.097636465373339,192.53588756186687,10,True,False,"Cs,H,In,Tl",4,Cubic,225,Fm-3m,6.481500562488443,6.481500562488443,6.481500562488443,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112107,Cs2TlInI6,-2.783784041999999,-1.174716372931035,0.039499220749999,1.4001000000000001,False,4.471693615918862,499.9927973274714,10,True,False,"Cs,I,In,Tl",4,Cubic,225,Fm-3m,8.90894440218649,8.90894440218649,8.90894440218649,60.00000000000001,60.00000000000001,60.00000000000001
mp-560710,Cs2TlMoF6,-5.4118139020000005,-2.7601947402643683,0.0,3.8865,False,5.077678669331577,222.41925497754409,10,False,False,"Cs,F,Mo,Tl",4,Cubic,225,Fm-3m,6.8008384701536615,6.8008384701536615,6.8008384701536615,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112343,Cs2TlPdF6,-16.732826739500002,-2.221543550500001,0.034503100999998,0.0,False,5.588341328060079,205.20864577614358,10,True,False,"Cs,F,Pd,Tl",4,Cubic,225,Fm-3m,6.620694532365015,6.620694532365015,6.620694532365015,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112340,Cs2TlRhF6,-4.72621573,-2.422730792264368,0.0,1.9056000000000002,False,5.495983358197139,207.59524131651742,10,True,False,"Cs,F,Rh,Tl",4,Cubic,225,Fm-3m,6.6462620993591575,6.6462620993591575,6.6462620993591575,59.99999999999999,59.99999999999999,59.99999999999999
mp-1112339,Cs2TlRuF6,-4.8992338339999995,-2.4047394292643682,0.0,0.5579000000000001,False,5.389388295338034,211.13566321507432,10,True,False,"Cs,F,Ru,Tl",4,Cubic,225,Fm-3m,6.683832096857161,6.683832096857161,6.683832096857161,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112108,Cs2TlSbBr6,-3.314217508,-1.500406737264369,0.014962783,1.2294,True,4.149785128558839,428.7126459319788,10,True,False,"Br,Cs,Sb,Tl",4,Cubic,225,Fm-3m,8.46370330370388,8.46370330370388,8.46370330370388,59.99999999999999,59.99999999999999,59.99999999999999
mp-1112003,Cs2TlSbCl6,-3.691127335999999,-1.750358806264368,0.010369679500000001,2.004299999999999,True,3.55683219936437,375.6684474617057,10,True,False,"Cl,Cs,Sb,Tl",4,Cubic,225,Fm-3m,8.099158645303843,8.099158645303843,8.099158645303843,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112551,Cs2TlSbF6,-4.65833055,-2.678376275264368,0.046435319749999,2.4839,True,4.926344984111259,237.955041542668,10,True,False,"Cs,F,Sb,Tl",4,Cubic,225,Fm-3m,6.955632629836772,6.955632629836772,6.955632629836772,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112105,Cs2TlSbI6,-2.873342301,-1.127291882264368,0.023419340000002002,0.9367000000000001,True,4.367041628123624,514.6142980506953,10,True,False,"Cs,I,Sb,Tl",4,Cubic,225,Fm-3m,8.994954042622897,8.994954042622897,8.994954042622897,60.00000000000001,60.00000000000001,60.00000000000001
mp-989560,Cs2TlSiH6,-13.380565263083335,-0.090500304833335,0.012647427166667,0.0,False,4.627632632530177,180.96839642100701,10,True,False,"Cs,H,Si,Tl",4,Cubic,225,Fm-3m,6.349008550683957,6.349008550683957,6.349008550683957,59.99999999999999,59.99999999999999,59.99999999999999
mp-557533,Cs2TlVF6,-5.424019177,-2.948574419264369,0.0,0.0,False,5.060118473414243,208.42431753343618,10,False,False,"Cs,F,Tl,V",4,Cubic,225,Fm-3m,6.655098105696865,6.655098105696865,6.655098105696865,60.00000000000001,60.00000000000001,60.00000000000001
mp-1111447,Cs2TmCuCl6,-15.334084368750002,-2.02414600125,0.039892031249992,2.436499999999999,False,4.123354709575503,286.33442750674567,10,True,False,"Cl,Cs,Cu,Tm",4,Cubic,225,Fm-3m,7.398258847442553,7.398258847442553,7.398258847442553,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112639,Cs2VAgF6,-13.178342779666664,-2.736490122166665,0.140344910833334,0.0,False,4.977260564636736,179.69415781594057,10,True,False,"Ag,Cs,F,V",4,Cubic,225,Fm-3m,6.334072,6.334071773621215,6.33407186759994,59.999999702628045,59.99999930853978,59.99999881773522
mp-1112323,Cs2YAgBr6,-3.999396956,-1.9004306030977012,0.009489403312495,3.335,False,4.21733441208544,370.9079043837048,10,True,False,"Ag,Br,Cs,Y",4,Cubic,225,Fm-3m,8.064801741019552,8.064801741019552,8.064801741019552,59.99999999999999,59.99999999999999,59.99999999999999
mp-1112288,Cs2YAgCl6,-4.433800978,-2.207876866097701,0.0,3.8705,False,3.494069312940464,320.9343708272286,10,True,False,"Ag,Cl,Cs,Y",4,Cubic,225,Fm-3m,7.684997718281509,7.684997718281509,7.684997718281509,60.00000000000001,60.00000000000001,60.00000000000001
mp-1110987,Cs2YAgF6,-5.4729060789999995,-3.207796222097701,0.0,3.3465,False,4.595958436800603,208.3191014173884,10,True,False,"Ag,Cs,F,Y",4,Cubic,225,Fm-3m,6.653978048555465,6.653978048555465,6.653978048555465,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112931,Cs2YAgI6,-3.487277034,-1.4560710330977011,0.020861807250000003,2.459399999999999,False,4.482073488357927,453.4774750241557,10,True,False,"Ag,Cs,I,Y",4,Cubic,225,Fm-3m,8.623632472831968,8.623632472831968,8.623632472831968,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112918,Cs2YAuBr6,-3.922291884,-1.7802310989310342,0.095617688249996,1.863,False,4.634002119000908,369.48493923776755,10,True,False,"Au,Br,Cs,Y",4,Cubic,225,Fm-3m,8.054475153587104,8.054475153587104,8.054475153587104,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112919,Cs2YAuCl6,-17.731438217249995,-1.928428167749996,0.099735442499984,2.2263,False,3.948665193085374,321.45502264736416,10,True,False,"Au,Cl,Cs,Y",4,Cubic,225,Fm-3m,7.6891512635142,7.6891512635142,7.6891512635142,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112916,Cs2YAuI6,-3.436120195,-1.361819761931035,0.077787750499998,1.1517,False,4.850874291316986,449.5005559659883,10,True,False,"Au,Cs,I,Y",4,Cubic,225,Fm-3m,8.598349162763862,8.598349162763862,8.598349162763862,59.99999999999999,59.99999999999999,59.99999999999999
mp-1111878,Cs2YCuBr6,-4.065704948,-1.841111695931034,0.048935451749996,2.0386,False,4.368130031213536,341.2544758517894,10,True,False,"Br,Cs,Cu,Y",4,Cubic,225,Fm-3m,7.843883197800564,7.843883197800564,7.843883197800564,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112909,Cs2YCuCl6,-13.851670069500006,-2.022476435000006,0.040192690500004,2.5338000000000003,False,3.576343746087239,292.9718915034231,10,True,False,"Cl,Cs,Cu,Y",4,Cubic,225,Fm-3m,7.454988610283587,7.454988610283587,7.454988610283587,60.00000000000001,60.00000000000001,60.00000000000001
mp-1110977,Cs2YCuF6,-13.16629553152083,-3.15294846552083,0.084189120479166,1.4267,False,4.683021284407587,188.7301238691923,10,True,False,"Cs,Cu,F,Y",4,Cubic,225,Fm-3m,6.438510420000001,6.438510602887909,6.438510596022571,59.999999266433704,59.9999988083769,59.99999884961217
mp-1112877,Cs2YCuI6,-3.547181950999999,-1.390349050931035,0.06680352224999901,1.7212,False,4.645216453519407,421.7070707806187,10,True,False,"Cs,Cu,I,Y",4,Cubic,225,Fm-3m,8.417348211556417,8.417348211556417,8.417348211556417,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112897,Cs2YHgBr6,-3.673358914,-1.827719125181035,0.08654792693749801,0.0,False,4.221956033223646,406.9703300025695,10,True,False,"Br,Cs,Hg,Y",4,Cubic,225,Fm-3m,8.318134059088132,8.318134059088132,8.318134059088132,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112898,Cs2YHgCl6,-4.092862061,-2.120264513181035,0.10193598525000101,0.0,False,3.6001237561007553,354.2475743061802,10,True,False,"Cl,Cs,Hg,Y",4,Cubic,225,Fm-3m,7.9421964962296165,7.9421964962296165,7.9421964962296165,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112607,Cs2YHgF6,-5.143254709,-3.131471416181035,0.09148386074999501,0.0,False,4.937460741531245,225.09426628610808,10,True,False,"Cs,F,Hg,Y",4,Cubic,225,Fm-3m,6.827994198978351,6.827994198978351,6.827994198978351,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112895,Cs2YHgI6,-3.178115123,-1.400235686181035,0.07134717362499901,0.0,False,4.429061498617748,493.66836298866207,10,True,False,"Cs,Hg,I,Y",4,Cubic,225,Fm-3m,8.87122166962375,8.87122166962375,8.87122166962375,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113063,Cs2YInBr6,-4.047127834999999,-1.9565378755977,0.006738723500000001,2.9636,True,3.662017082091933,430.3046785289113,10,True,False,"Br,Cs,In,Y",4,Cubic,225,Fm-3m,8.47416706985188,8.47416706985188,8.47416706985188,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112628,Cs2YInCl6,-15.13710853435415,-2.134735461854148,0.009258284562495,3.496,True,3.022832292510986,374.7833956210834,10,True,False,"Cl,Cs,In,Y",4,Cubic,225,Fm-3m,8.092793270059603,8.092793270059603,8.092793270059603,60.00000000000001,60.00000000000001,60.00000000000001
mp-1113062,Cs2YInF6,-14.507438036999996,-3.320911532999997,0.018044472500003,4.0503,False,4.177534847288204,231.94692121838702,10,True,False,"Cs,F,In,Y",4,Cubic,225,Fm-3m,6.896592042034819,6.896592042034819,6.896592042034819,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112795,Cs2YInI6,-3.528426335,-1.505596727597701,0.0009321435,0.050899999999999,False,3.92294500605762,521.0523674489399,10,True,False,"Cs,I,In,Y",4,Cubic,225,Fm-3m,9.03230907965942,9.03230907965942,9.03230907965942,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112106,Cs2YTlBr6,-4.049998978,-1.998179181264368,0.008339522999997,3.6928,True,3.948003181015134,436.8055657177266,10,True,False,"Br,Cs,Tl,Y",4,Cubic,225,Fm-3m,8.516628832062132,8.516628832062132,8.516628832062132,59.99999999999999,59.99999999999999,59.99999999999999
mp-1112103,Cs2YTlCl6,-4.488998135,-2.310220579264368,0.0076829537499980005,4.3248,True,3.371132474847469,380.17907637998394,10,True,False,"Cl,Cs,Tl,Y",4,Cubic,225,Fm-3m,8.131445140932822,8.131445140932822,8.131445140932822,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112482,Cs2YTlF6,-17.57365716,-3.327059235999999,0.0,4.705399999999999,False,5.013855759853381,222.9208575807647,10,True,False,"Cs,F,Tl,Y",4,Cubic,225,Fm-3m,6.805947076231429,6.805947076231429,6.805947076231429,60.00000000000001,60.00000000000001,60.00000000000001
mp-1112156,Cs2YTlI6,-3.529391982,-1.5453325372643691,0.003941125,3.0866,True,4.14078472705921,529.5581893235457,10,True,False,"Cs,I,Tl,Y",4,Cubic,225,Fm-3m,9.081192785656409,9.081192785656409,9.081192785656409,60.00000000000001,60.00000000000001,60.00000000000001
mp-558217,CsAg(NO3)2,-6.07152504,-1.060001363132184,0.0,2.6458,False,3.613177288325302,335.2933578357067,20,False,False,"Ag,Cs,N,O",4,Monoclinic,12,C2/m,10.814774636207867,10.814774636207867,5.591713786326783,86.82577391465202,86.82577391465202,30.899018486876443
mp-1225941,CsAlCuF6,-5.288878258888889,-3.040447778850575,0.0022962563888880004,0.0,False,4.166555849135342,268.953434961638,18,True,False,"Al,Cs,Cu,F",4,Orthorhombic,74,Imma,7.2717336996576,7.2717336996576,7.2717336996576,120.71969074772088,120.67958108263907,88.79241090026287
mp-1225930,CsAlNiF6,-10.161015302777777,-3.207855726111111,0.0,5.4309,True,4.351255421109146,253.8333278430596,18,True,False,"Al,Cs,F,Ni",4,Orthorhombic,74,Imma,7.106252333517778,7.106252333517778,7.106252333517778,120.77084267614491,119.1529025117063,90.07175562755218
mp-1225979,CsCoCuF6,-4.905251273888889,-2.280394028295019,0.0,0.0,False,4.349837050608261,282.0159561615016,18,True,False,"Co,Cs,Cu,F",4,Orthorhombic,74,Imma,7.347586421069915,7.347586421069915,7.347586421069915,120.55910247813416,118.66672118323052,90.67949576365321
mp-1228915,CsCoNiF6,-5.23443218,-2.4228049332950192,0.0,1.4981,False,4.27544614824969,283.15351176168,18,True,False,"Co,Cs,F,Ni",4,Orthorhombic,74,Imma,7.363679350833862,7.363679350833862,7.363679350833862,119.9986644471753,119.61491870994774,90.33529323748357
mp-1225975,CsCrCoF6,-6.112449306111111,-2.870498638295019,0.0,2.2148,False,4.02183527801048,295.4783705689777,18,True,False,"Co,Cr,Cs,F",4,Orthorhombic,74,Imma,7.495781291707156,7.495781291707156,7.495781291707156,120.56537560514514,120.45258211440186,89.12068872062895
mp-1228892,CsCrCuF6,-5.586315909444445,-2.681499691628353,0.0,0.0,False,4.166151717380228,288.92006391416015,18,True,False,"Cr,Cs,Cu,F",4,Orthorhombic,74,Imma,7.446312717052985,7.446312717052985,7.446312717052985,121.19291423951718,120.13778057456102,88.8538746124251
mp-1225950,CsCrFeF6,-6.347386463888889,-2.956924186072797,0.0,0.0,False,3.8919604236153402,302.70328305739423,18,True,False,"Cr,Cs,F,Fe",4,Orthorhombic,74,Imma,7.559905627719502,7.559905627719502,7.559905627719502,120.7264877713767,120.4678719652944,88.96887783810753
mp-1229022,CsCrNiF6,-5.957511028333333,-2.8659248094061303,0.0,3.2021,True,4.146933970641979,286.372767234722,18,True,False,"Cr,Cs,F,Ni",4,Orthorhombic,74,Imma,7.406736142869206,7.406736142869206,7.406736142869206,120.24063567073149,120.19243568194119,89.6253617037137
mp-1228931,CsCuNiF6,-9.505248030833307,-2.094899824166641,0.15752405166667402,0.0,False,4.417103428731812,277.54094890982384,18,True,False,"Cs,Cu,F,Ni",4,Orthorhombic,74,Imma,7.31745211539611,7.31745211539611,7.31745211539611,120.43244771301026,119.3184308638605,90.2185785308723
mp-1228942,CsCuRhF6,-4.808260372777777,-2.157748554961685,0.0,0.0,False,4.620118148213856,297.1263659364698,18,True,False,"Cs,Cu,F,Rh",4,Orthorhombic,74,Imma,7.518263471722044,7.518263471722044,7.518263471722044,121.07065014953172,120.37307511872402,88.75526437782737
mp-1226043,CsFeCoF6,-5.790425814444443,-2.679922508850574,0.0,1.828,False,4.081345335684319,294.3019356309492,18,True,False,"Co,Cs,F,Fe",4,Orthorhombic,74,Imma,7.468646220820679,7.468646220820679,7.468646220820679,120.69858215362754,119.40738052083606,89.9119011615289
mp-1228920,CsFeCuF6,-5.274541642777778,-2.501172787183908,0.0,0.0,False,4.155483649567509,292.7378424927898,18,True,False,"Cs,Cu,F,Fe",4,Orthorhombic,74,Imma,7.469435847402199,7.469435847402199,7.469435847402199,121.3868201857202,119.4252426741794,89.30665776671408
