material_id,formula_pretty,energy_per_atom,formation_energy_per_atom,energy_above_hull,band_gap,is_gap_direct,density,volume,nsites,theoretical,deprecated,elements,num_elements,crystal_system,spacegroup_number,spacegroup_symbol,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
mp-1078727,Ba2BiIrO6,-6.752426851,-2.127008411,0.01121123744445,0.0,False,8.081747715783711,158.5898830850815,10,False,False,"Ba,Bi,Ir,O",4,Triclinic,2,P-1,6.043679,6.057480049717786,6.0586946253120395,60.54117024147124,60.72345120348049,60.22138201374546
mp-1095109,Ba2BiIrO6,-6.746425553,-2.121007113,0.017212535444450002,0.0,False,8.071393255747642,158.79333155481876,10,False,False,"Ba,Bi,Ir,O",4,Cubic,225,Fm-3m,6.078304033215186,6.078304033215186,6.078304033215186,60.00000000000001,60.00000000000001,60.00000000000001
mp-23091,Ba2BiSbO6,-6.607341224000001,-2.452866078000001,0.00014109500000400002,1.774599999999999,False,7.168423239519623,162.4746175606501,10,False,False,"Ba,Bi,O,Sb",4,Trigonal,148,R-3,6.103001957349269,6.103001957349269,6.103002719112044,60.47829474745227,60.47829474745227,60.47829640290698
mp-23127,Ba2BiSbO6,-6.607482318999999,-2.453007172999998,0.0,1.6958000000000002,False,7.168280676948144,162.47784885143284,10,False,False,"Ba,Bi,O,Sb",4,Monoclinic,12,C2/m,6.10849442049381,6.10849442049381,6.1565815491265115,60.01430177620467,60.01430177620467,60.00222658907474
mp-545603,Ba2BiSbO6,-6.598717748,-2.444242602,0.008764571000004,1.643899999999999,False,7.141711074774705,163.082321891686,10,False,False,"Ba,Bi,O,Sb",4,Cubic,225,Fm-3m,6.132543365972882,6.132543365972882,6.132543365972882,60.00000000000001,60.00000000000001,60.00000000000001
mp-1520718,Ba2BiWO6,-7.454698446,-2.417310401,0.152098179249988,0.0,False,7.754118578577006,163.4967374771576,10,True,False,"Ba,Bi,O,W",4,Cubic,225,Fm-3m,6.13773352974679,6.13773352974679,6.13773352974679,60.00000000000001,60.00000000000001,60.00000000000001
mp-1214698,Ba2CaBiO6,-6.384652957,-2.442517947,0.027547720499995,0.0,False,6.09490753936949,168.83778230740148,10,True,False,"Ba,Bi,Ca,O",4,Cubic,225,Fm-3m,6.2038536706419825,6.2038536706419825,6.2038536706419825,60.00000000000001,60.00000000000001,60.00000000000001
mp-1520172,Ba2CaCrO6,-7.12386944,-2.605433114,0.102572517999997,0.6019999999999991,False,5.360200302493706,143.3476485879613,10,True,False,"Ba,Ca,Cr,O",4,Cubic,225,Fm-3m,5.874467747331831,5.874467747331831,5.874467747331831,60.00000000000001,60.00000000000001,60.00000000000001
mp-20841,Ba2CaIrO6,-6.974334923000001,-2.537359926,0.0,0.0,False,6.598059773468753,151.74375893845558,10,False,False,"Ba,Ca,Ir,O",4,Cubic,225,Fm-3m,5.98699109191988,5.98699109191988,5.98699109191988,60.00000000000001,60.00000000000001,60.00000000000001
mp-19403,Ba2CaMoO6,-7.539842310999999,-2.9021457209999992,0.0,2.258,False,5.478714226488384,153.56571582872633,10,False,False,"Ba,Ca,Mo,O",4,Cubic,225,Fm-3m,6.010857359998489,6.010857359998489,6.010857359998489,60.00000000000001,60.00000000000001,60.00000000000001
mp-1214679,Ba2CaNbO6,-7.651080661,-3.087818578,0.045699657000000005,0.0,False,5.223806067518879,160.09499906372125,10,True,False,"Ba,Ca,Nb,O",4,Cubic,225,Fm-3m,6.0948673024577,6.0948673024577,6.0948673024577,60.00000000000001,60.00000000000001,60.00000000000001
mp-6739,Ba2CaOsO6,-7.3572812800000005,-2.6814129579999992,0.0,0.0,False,6.613556256286688,150.88930401897395,10,False,False,"Ba,Ca,O,Os",4,Cubic,225,Fm-3m,5.9757325377498285,5.9757325377498285,5.9757325377498285,60.00000000000001,60.00000000000001,60.00000000000001
mp-12417,Ba2CaReO6,-7.713658638000001,-2.915715638250001,0.0,0.0,False,6.665614866962983,148.70864454671502,10,False,False,"Ba,Ca,O,Re",4,Tetragonal,87,I4/m,5.9497830842302415,5.9497830842302415,5.9497830842302415,120.09895789834793,120.09895789834793,89.82868517931067
